Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2024-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;132.0;190.0;2.0;;50.0;6.733;1.518003565;;13.0;49.01025641;4.032263815;;;49.01025641;6.0;3.0;15.38461538;38.46153846;;7.69230769;0.0;0.0
2024-01;;;PARIS MONTPARNASSE;;276.0;;;21.0;34.0484127;2.629166667;;365.283442088091;60.17608696;7.186029412;;23.0;60.17608696;11.0;7.0;34.7826087;218.650887878579;8.69565217;13.04347826;8.69565217;8.69565217
2024-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;175.0;277.0;0.0;;120.0;10.10625;4.178580024;;57.0;;10.32845969;;45.0;49.94962963;19.0;7.0;12.28070175;14.03508772;54.38596491;19.29824561;0.0;0.0
2024-01;National;DIJON VILLE;PARIS LYON;;435.0;2.0;;163.0;10.7708589;4.123263889;;49.0;40.18741497;5.3314429012;;40.0;46.19291667;21.0;7.0;18.36734694;32.65306122;24.48979592;18.36734694;2.04081633;4.08163265
2024-01;National;DOUAI;PARIS NORD;75.0;184.0;5.0;;61.0;5.459836066;2.167992424;;42.0;23.10238095;;;17.0;42.1872549;11.0;2.0;29.26829268;24.3902439;12.19512195;24.3902439;;4.87804878
2024-01;National;LE MANS;PARIS MONTPARNASSE;56.0;475.0;4.0;;172.0;11.18943798;4.152303816;;87.0;345.326676928849;4.879265659;;38.0;44.46798246;21.0;8.0;14.08450704;16.90140845;21.12676056;18.30985915;8.45070423;21.12676056
2024-01;National;LILLE;PARIS NORD;70.0;677.0;4.0;;171.0;10.6351851853509;2.46139177810535;;365.283442088091;22.4207356936842;5.7359831599945;;63.0;41.0246031746667;36.0;46.4549347471452;16.8137254876471;31.96078431;19.11764706;9.01960784294118;15.5882352935294;7.5
2024-01;National;LYON PART DIEU;RENNVS;235.0;93.0;2.0;;;7.725193798;3.606227106;;6.0;40.16111111;3.379304029;;6.0;40.16111111;4.0;0.0;16.66666667;0.0;33.33333333;0.0;0.0;50.0
2024-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;210.0;248.0;0.0;;138.0;14.951449275;8.451821862;;57.0;43.59444444;12.93684211;;57.0;;33.0;10.0;14.03508772;15.78947368;33.33333333;21.05263158;10.52631579;5.26315789
2024-01;National;MARSEILLE ST CHARLES;TOURCOING;285.0;22.0;0.0;;6.0;26.94444444;7.056818182;;5.0;53.0;15.27272727;;5.0;53.0;3.0;2.0;;20.0;40.0;;;0.0
2024-01;National;METZ;PARIS EST;87.0;294.0;4.0;;97.0;9.230927835;3.146149425;;57.0;21.67631579;5.310229885;;29.0;33.16149425;10.0;3.0;24.56140351;3.50877193;43.85964912;14.03508772;8.77192982;5.26315789
2024-01;National;NICE VILLE;PARIS LYON;342.0;202.0;1.0;;20.0;39.78166667;3.76774461;;31.0;76.60860215;14.03126037;;31.0;76.60860215;18.0;13.0;51.61290323;16.12903226;12.90322581;9.67741935;3.22580645;
2024-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;127.0;;1.0;;23.0;17.41956522;2.030687831;;21.0;54.747619048;7.262962963;;17.0;64.74411765;10.0;5.0;9.52380952;9.52380952;19.04761905;23.80952381;23.80952381;14.28571429
2024-01;National;PARIS LYON;GRENOBLE;180.0;273.0;0.0;;35.0;20.99809524;;;50.0;30.77;6.655677656;;35.0;38.61428571;16.0;4.0;6.0;20.0;40.0;18.0;4.0;12.0
2024-01;National;PARIS LYON;LYON PART DoEU;119.0;;1.0;;;19.0092827;1.8036084799;;59.0;33.01497175;3.351917005;;;41.64796748;19.0;8.0;13.55932203;22.03389831;23.72881356;30.50847458;72.0439601026586;5.08474576
2024-01;National;PARIS LYON;NIMES;180.0;230.0;3.0;;22.0;27.96060606;2.517474303;;41.0;30.98048781;7.196622614;;33.0;35.19444444;13.0;7.0;14.63414634;24.3902439;14.63414634;36.58536585;4.87804878;75.9157297055427
2024-01;National;PARIS MONTPARNASSE;ANGOULEME;;318.0;94.9459624796085;;51.0;18.53104575;2.543585699;;34.0;34.26911765;4.847581493;;25.0;41.778666667;15.0;3.0;14.70588235;5.88235294;8.82352941;26.47058824;26.47058824;17.64705882
2024-01;National;PARIS MONTPARNASSE;RENNES;97.0;764.0;3.0;;127.0;21.23582677;3.190845379;;110.0;28.19924242;4.387056505;;59.0;42.80988701;28.0;11.0;12.62135922;3.88349515;17.47572816;31.06796117;;15.53398058
2024-01;National;PARIS NORD;DUNKERQUE;129.0;191.0;3.0;;25.0;10.948;1.520212766;;17.0;32.0;2.984042553;;15.0;34.53333333;6.0;46.4549347471452;23.52941176;;5.88235294;47.05882353;5.88235294;11.76470588
2024-01;National;PARIS NORD;LILLE;67.0;;4.0;;93.0;19.2922939069355;2.77384843983744;;;28.6255850383441;5.23949975234903;;55.0;49.5006060602546;30.0;13.0;26.9554247239655;21.7514718264655;12.1320437330172;16.5370058892241;15.6539108514655;6.97014298017241
2024-01;National;POITIERS;PARIS MONTPARNASSE;;503.0;3.0;;250.0;10.3006;4.93747495;;135.0;24.05111111;7.800935204;;51.0;45.44150327;18.0;9.0;13.1147541;48.36065574;17.21311475;190.42008423241;2.45901639;7.37704918
2024-01;National;QUIMPER;PARIS MONTPARNASSE;1702.59380097879;270.0;3.0;;13.0;20.92307692;0.744274809;;25.0;35.97533333;5.05197201;;25.0;35.97533333;11.0;3.0;32.0;12.0;12.0;12.0;20.0;12.0
2024-01;National;TOULON;PARIS LYON;238.0;255.0;2.0;;99.0;20.39006734;8.056547619;;36.0;72.93611111;12.98478836;;;72.93611111;22.0;46.4549347471452;47.22222222;218.650887878579;11.11111111;16.66666667;5.55555556;
2024-01;International;PARIS EST;FRANCFORT;258.0;120.0;58.0;;;;0.302777778;;8.0;;-0.014722222;;;26.9375;3.0;0.0;0.0;42.85714286;42.85714286;14.28571429;0.0;0.0
2024-01;International;PARIS EST;STUTTGART;192.0;114.0;35.0;;21.0;19.35873016;4.659493671;;22.0;44.04545455;15.94915612;;22.0;346.474286689822;11.0;5.0;27.27272727;9.09090909;13.63636364;40.90909091;0.0;9.09090909
2024-01;International;PARIS LYON;GENEVE;191.0;246.0;1.0;;56.0;19.1875;4.219659864;;39.0;;8.373129252;;39.0;39.38974359;21.0;4.0;;17.94871795;30.76923077;15.38461538;17.94871795;7.69230769
2024-01;International;PARIS LYON;ITALIE;502.0;20.0;0.0;;3.0;10.54444444;1.4825;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01;National;ANGOULEME;PARIS MONTPARNASSE;1702.59380097879;344.0;0.0;;292.0;14.037385845;12.69713542;;119.0;28.08039216;11.39442708;;63.0;41.494709;22.0;8.0;15.38461538;218.650887878579;15.38461538;8.54700855;4.27350427;75.9157297055427
2024-01;National;ARRAS;PARIS NORD;50.0;501.0;8.0;;262.0;7.567175573;4.124173554;;118.0;20.46666667;;;46.0;36.53297101;24.0;4.0;21.55172414;30.17241379;16.37931034;18.96551724;;7.75862069
2024-01;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;138.0;1096.0;6.0;;408.0;17.1500817;6.277089073;;235.0;36.97326241;;;152.0;50.06721491;65.0;28.0;24.56896552;36.20689655;16.37931034;12.5;;3.44827586
2024-01;National;GRENOBLE;PARISPLYON;182.0;232.0;0.0;;25.0;8.070666667;0.886422414;;32.0;;5.288936782;;22.0;27.64318182;6.0;0.0;3.125;15.625;40.625;25.0;12.5;3.125
2024-01;National;LAVAL;PARIS MONTPARNASSE;79.0;302.0;2.0;;119.0;8.600420168;3.440796858;;56.0;22.21458333;;;18.0;;10.0;4.0;20.40816327;20.40816327;18.36734694;;;12.24489796
2024-01;National;LYON PART DIEU;LILLE;187.0;321.0;94.9459624796085;;254.0;13.021522309548;;;121.0;36.53008182;15.7295542283531;;100.0;41.5;46.0;19.0;12.3966942180992;29.7520661201653;30.5785123970248;13.2231404949587;8.26446280793388;5.78512397115703
2024-01;National;LYON PART DIEU;PARIS LYON;119.0;751.0;0.0;;872.292006525286;6.036298932;2.372791833;;65.0;25.94564103;3.352729694;;41.0;33.58861789;17.0;;10.76923077;9.23076923;30.76923077;29.23076923;;12.30769231
2024-01;;MARSEILLE ST CHARLES;LILLE;281.0;191.0;0.0;;32.0;10.5453124999313;1.59458987785183;;57.0;39.18359557;14.8087260034817;;57.0;;124.671696574225;9.0;12.2807017505263;24.5614035101754;19.298245615614;14.0350877210526;14.035087717193;15.7894736831579
2024-01;;NANTES;STRASBOURG;312.0;57.0;0.0;;11.0;10.4469697;2.089880952;;8.0;345.326676928849;7.013988095;;8.0;38.10625;5.0;1.0;25.0;;37.5;12.5;72.0439601026586;0.0
2024-01;National;NIMES;PARIS LYON;179.0;183.0;1.0;;48.0;118.28872062061;3.656776557;;40.0;29.43458333;8.038644689;;30.0;34.930555556;11.0;3.0;17.5;30.0;42.5;10.0;0.0;
2024-01;National;PARIS EST;REIMS;46.0;235.0;0.0;;;8.462345679;1.016241135;;33.0;15.27979798;2.867588653;;9.0;26.46481482;3.0;0.0;21.875;6.25;21.875;31.25;12.5;6.25
2024-01;National;PARIS LYON;;175.0;290.0;0.0;;36.0;17.54814815;2.009770115;;58.0;33.46063218;8.44908046;;37.0;44.98963964;24.0;8.0;6.89655172;18.96551724;34.48275862;18.96551724;5.17241379;75.9157297055427
2024-01;National;PARIS LYON;PERPIGNAN;315.0;200.0;2.0;;19.0;26.43859649;2.332407407;;25.0;40.91266667;5.1824915825;;25.0;40.91266667;124.671696574225;4.0;24.0;32.0;24.0;12.0;4.0;4.0
2024-01;National;PARIS MONTPARNASNE;BORDEAUX ST JEAN;139.0;1060.0;2.0;;872.292006525286;20.36010499;2.016887209;;117.0;32.47179487;4.881348456;;80.0;41.36333333;;10.0;13.15789474;14.03508772;19.29824561;28.94736842;;10.52631579
2024-01;National;PARIS MONTPARNASSE;POITIERS;92.0;597.0;4.0;;83.0;18.25542169;1.963462619;;71.0;36.90868545;4.646261945;;;;24.0;12.0;2.98507463;4.47761194;17.91044776;40.29850746;19.40298507;14.92537313
2024-01;National;PARIS MONTPARNASSE;QUIMPER;225.0;267.0;6.0;;56.0;25.09821429;3.294316731;;33.0;61.53030303;8.651340996;;33.0;61.53030303;124.671696574225;10.0;218.895877741903;6.06060606;12.12121212;15.15151515;72.0439601026586;12.12121212
2024-01;National;PARIS MONTPARNASSE;ST MALO;153.0;97.0;6.0;;;14.6;1.544688645;;15.0;25.47444444;6.171794872;;8.0;36.70416667;124.671696574225;1.0;26.66666667;13.33333333;26.66666667;26.66666667;0.0;6.66666667
2024-01;National;PARIS NORD;DOUAI;71.0;140.0;3.0;;16.0;14.51666667;1.796836983;;23.0;27.0057971;5.900608273;;11.0;45.97575758;8.0;3.0;17.39130435;17.39130435;21.73913043;21.73913043;13.04347826;8.69565217
2024-01;National;PERPIGNAN;PARIS LYON;316.0;2681.20615823817;1.0;;;13.03735632;1.892719298;;30.0;43.98888889;58.4732313488964;;30.0;43.98888889;15.0;4.0;30.0;23.33333333;26.66666667;190.42008423241;3.33333333;0.0
2024-01;National;;;133.0;;94.9459624796085;;216.0;9.826311728;;;80.0;30.09479167;;;55.0;37.69363636;22.0;5.0;21.25;26.25;32.5;12.5;5.0;2.5
2024-01;National;VANNES;PARIS MONTPARNASSE;163.0;292.0;94.9459624796085;;139.0;7.322901679;2.767708333;;44.0;27.03674242;5.820081019;;28.0;34.96607143;;3.0;30.95238095;19.04761905;11.9047619;9.52380952;16.66666667;11.9047619
2024-01;International;BARCELONA;PARIS LYON;408.0;62.0;1.0;;27.0;5.466666667;2.419672131;;7.0;41.64047619;8.58442623;;7.0;41.64047619;4.0;1.0;42.85714286;28.57142857;14.28571429;14.28571429;0.0;0.0
2024-01;International;PARIS LYON;BARCELONA;407.0;;2.0;;872.292006525286;15.74583333;0.8925;;5.0;32.8;;;5.0;32.8;3.0;0.0;40.0;60.0;0.0;0.0;0.0;0.0
2024-01;International;ZURICH;PARIS LYON;1702.59380097879;187.0;94.9459624796085;;55.0;2.862424242;30.6216576176902;;19.0;49.72105263;6.154032258;;19.0;49.72105263;12.0;5.0;10.52631579;;36.84210526;;0.0;0.0
2024-01;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;91.0;559.0;1.0;;172.0;9.951356589;3.181582126;;68.0;36.50808824;4.099335749;;34.0;62.979901961;24.0;13.0;23.63636364;9.09090909;21.81818182;21.81818182;5.45454545;18.18181818
2024-01;National;ANNECY;;226.0;147.0;0.0;;3.0;;0.736394558;;23.0;44.46449275;9.798752835;;23.0;346.474286689822;8.0;2.0;4.34782609;17.39130435;56.52173913;;0.0;75.9157297055427
2024-01;National;LILLE;LYON PART DIEU;181.0;350.0;0.0;;;12.1807407407778;6.160904761908;;87.0;35.3055379190445;11.119571428992;;68.0;41.9468137250294;;12.0;17.2413793131035;13.7931034524138;22.9885057475862;25.28735632;17.2413793134483;3.44827586068966
2024-01;National;MACON LOCHE;PARIS LYON;94.0;236.0;94.9459624796085;;162.0;14.5058642;10.01460114;;55.0;40.06;58.4732313488964;;41.0;346.474286689822;17.0;6.0;5.45454545;12.72727273;63.63636364;16.36363636;0.0;
2024-01;National;MARNE LA VALLEE;LYON PART DIEU;106.0;386.0;0.0;;239.0;14.97161785;9.206450217;;102.0;32.74885621;10.61549784;;72.0;40.97291667;31.0;12.0;218.895877741903;15.68627451;22.54901961;25.49019608;14.70588235;3.92156863
2024-01;National;MARSEILLE ST CHARLES;PARIS LYON;196.0;505.0;0.0;;97.0;;3.248873426;;54.0;48.362345679;7.003644798;;54.0;48.36234568;26.0;;;12.96296296;24.07407407;20.37037037;18.51851852;5.55555556
2024-01;National;MONTPELLIER;LYON PART DIEU;112.0;179.0;94.9459624796085;;29.0;16.57816092;30.6216576176902;;365.283442088091;40.94555556;10.40270019;;23.0;346.474286689822;13.0;6.0;23.33333333;;26.66666667;13.33333333;10.0;0.0
2024-01;National;NANTES;PARIS MONTPARNASSE;1702.59380097879;652.0;1.0;;115.0;13.68478261;2.097593446;;58.0;52.49798851;;;40.0;70.23916667;29.0;16.0;25.0;7.14285714;17.85714286;21.42857143;8.92857143;19.64285714
2024-01;National;PARIS EST;METZ;85.0;281.0;2.0;;19.0;28.607894737;;;33.0;30.14141414;4.425686977;;16.0;50.71458333;8.0;5.0;36.36363636;6.06060606;24.24242424;21.21212121;6.06060606;6.06060606
2024-01;National;PARIS LYON;ANNECY;226.0;157.0;1.0;;19.0;22.74210526;2.600641026;;20.0;44.75;7.67948718;;20.0;44.75;13.0;3.0;5.0;25.0;25.0;190.42008423241;5.0;10.0
2024-01;National;;MACON LOCHE;93.0;232.0;;;25.0;20.26933333;2.017025862;;33.0;26.80050505;6.398347701;;25.0;31.06266667;10.0;2.0;;12.12121212;18.18181818;24.24242424;15.15151515;24.24242424
2024-01;National;PARIS MONTPARNASSE;LAVAL;76.0;319.0;1.0;;58.0;25.68045977;4.33081761;;62.0;28.68494624;;;24.0;55.86805556;12.0;7.0;3.57142857;;25.0;32.14285714;72.0439601026586;12.5
2024-01;National;PARIS MONTPARNASSE;LE MANS;55.0;435.0;3.0;;51.0;24.244117647;2.508063272;;;30.70185185;3.676929012;;23.0;49.846376812;;6.0;5.0;10.0;7.5;50.0;;
2024-01;National;PARIS MONTPARNASSE;VANNES;;2681.20615823817;;;58.0;25.31896552;5.031386861;;;36.30851064;7.251824818;;29.0;50.79310345;16.0;7.0;218.895877741903;;10.86956522;28.26086957;23.91304348;15.2173913
2024-01;National;STRASBOURG;NANTES;335.0;58.0;1.0;;10.0;9.478333333;1.668128655;;5.0;65.35333333;5.429824561;;5.0;65.35333333;;3.0;40.0;0.0;0.0;40.0;0.0;75.9157297055427
2024-01;National;TOURCOING;BORDEAUX ST JEAN;300.0;;;;7.0;36.85714286;8.322580645;;7.0;77.41666667;18.86182796;;7.0;77.41666667;5.0;2.0;0.0;28.57142857;14.28571429;57.14285714;0.0;0.0
2024-01;International;GENEVE;PARIS LYON;195.0;242.0;1.0;;154.0;3.563961039;2.497925311;;21.0;53.44206349;6.264661134;;21.0;53.44206349;11.0;4.0;9.52380952;218.650887878579;19.04761905;;9.52380952;4.76190476
2024-01;International;ITALIE;PARIS LYON;544.0;20.0;0.0;;19.0;5.203508772;4.978333333;;8.0;29.254166667;13.28083333;;8.0;346.474286689822;3.0;0.0;12.5;;75.0;12.5;0.0;0.0
2024-01;National;AIX EN PROVENCE TGV;PARIS LYON;184.0;460.0;1.0;;240.0;9.724513889;5.191812227;;53.0;47.44716981;7.218558952;;260.392536704731;;23.0;46.4549347471452;18.86792453;9.43396226;28.30188679;20.75471698;16.98113208;5.66037736
2024-01;National;LYON PART DIEU;MARSEILLE ST CHARLES;108.0;437.0;1.0;;245.0;12.44292517;7.1271788991;;;29.72239057;;;64.0;38.92890625;34.0;7.0;14.28571429;21.42857143;35.71428571;19.3877551;5.10204082;75.9157297055427
2024-01;National;LYON PART DIEU;MONTPELLIER;115.0;247.0;0.0;;141.0;12.53002364;7.271747968;;60.0;32.73138889;58.4732313488964;;260.392536704731;;19.0;6.0;13.33333333;;30.0;20.0;6.66666667;6.66666667
2024-01;National;MARSEILLE ST CHARLES;LYON PART DIEU;104.0;420.0;2.0;;98.0;17.64914966;4.134252598;;95.0;32.99175439;10.11051159;;52.0;49.33974359;24.0;46.4549347471452;16.84210526;25.26315789;34.73684211;15.78947368;6.31578947;1.05263158
2024-01;National;MULHOUSE VILLE;PARIS LYON;170.0;345.0;1.0;;104.0;5.79599359;1.777180233;;34.0;46.58333333;5.242344961;;31.0;;17.0;8.0;17.64705882;26.47058824;32.35294118;23.52941176;0.0;0.0
2024-01;National;PARIS LYON;AIX EN PROVENCE TGV;184.0;484.0;0.0;;;;30.6216576176902;;56.0;39.94970238;;;52.0;42.05;24.0;7.0;12.5;10.71428571;198.761036413215;26.78571429;10.71428571;14.28571429
2024-01;National;PARIS LYON;AVIGNON TGV;161.0;431.0;0.0;;43.0;18.72713178;;;57.0;32.22339181;;;37.0;42.57297297;17.0;5.0;14.03508772;19.29824561;21.05263158;26.31578947;8.77192982;10.52631579
2024-01;National;PARIS LYON;DIJON VILLE;95.0;446.0;1.0;;69.0;15.45748792;2.26082397;;45.0;33.14851852;4.303895131;;36.0;346.474286689822;17.0;7.0;9.09090909;18.18181818;13.63636364;27.27272727;;13.63636364
2024-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77.0;219.0;0.0;;21.0;15.75714286;1.3361491629;;;16.41944444;4.510273973;;11.0;;5.0;;2.43902439;;21.95121951;14.63414634;2.43902439;12.19512195
2024-01;National;PARIS LYON;MONTPELLIER;210.0;230.0;3.0;;22.0;27.96060606;2.517474303;;36.0;42.56851852;8.318502203;;36.0;42.56851852;21.0;9.0;218.895877741903;33.33333333;13.88888889;22.22222222;5.55555556;5.55555556
2024-01;National;PARIS LYON;MULHOUSE VILLE;169.0;351.0;3.0;;52.0;18.47275641;2.628544061;;365.283442088091;43.60458333;5.75914751;;260.392536704731;51.13229167;18.0;8.0;12.5;15.0;17.5;32.5;15.0;7.5
2024-01;National;PARIS LYON;NICE VILLE;341.0;199.0;1.0;;26.0;26.60897436;3.160521886;;;52.84594595;11.62920875;;37.0;52.84594595;21.0;10.0;32.43243243;13.51351351;21.62162162;16.21621622;8.10810811;8.10810811
2024-01;National;PARIS LYON;;172.0;119.0;0.0;;19.0;19.87719298;30.6216576176902;;19.0;;6.281092437;;13.0;38.08461539;6.0;2.0;15.78947368;15.78947368;;10.52631579;15.78947368;21.05263158
2024-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;175.0;226.0;1.0;;31.0;19.45967742;2.353925926;;27.0;;6.855555556;;24.0;51.5;11.0;;218.895877741903;7.40740741;22.22222222;40.74074074;11.11111111;18.51851852
2024-01;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;62.0;538.0;8.0;;74.0;21.57364865;2.309748428;;75.0;28.81666667;4.721415094;;37.0;48.78828829;19.0;10.0;4.76190476;218.650887878579;22.22222222;52.38095238;7.93650794;7.93650794
2024-01;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;269.0;220.0;3.0;;30.0;25.47888889;3.024654378;;27.0;94.99320988;7.637788018;;27.0;94.99320988;18.0;14.0;37.03703704;14.81481481;22.22222222;14.81481481;3.7037037;7.40740741
2024-01;National;PARIS MONTPARNASSE;;74.0;193.0;4.0;;27.0;21.7654321;2.238800706;;31.0;34.56827957;6.087213404;;17.0;55.95;9.0;5.0;3.7037037;;25.92592593;51.85185185;0.0;11.11111111
2024-01;National;PARIS NORD;ARRAS;49.0;511.0;12.0;;69.0;118.28872062061;1.755310621;;70.0;22.18380952;4.287909152;;35.0;34.59047619;11.0;4.0;18.46153846;12.30769231;12.30769231;33.84615385;72.0439601026586;10.76923077
2024-01;;REIMS;PARIS EST;46.0;244.0;0.0;;46.0;8.872463768;1.729166667;;37.0;18.0481982;3.929303279;;16.0;346.474286689822;4.0;1.0;22.85714286;5.71428571;22.85714286;28.57142857;11.42857143;8.57142857
2024-01;National;RENNES;LYON PART DIEU;235.0;93.0;1.0;;15.0;4.081111111;;;7.0;;4.292572464;;;48.31666667;2.0;2.0;14.28571429;28.57142857;14.28571429;28.57142857;0.0;14.28571429
2024-01;National;RENNES;PARIS MONTPARNASSE;97.0;807.0;4.0;;309.0;11.8167206;4.537593516;;147.0;26.55011338;5.9710931006;;66.0;45.70681818;27.0;13.0;27.34375;23.4375;13.28125;12.5;11.71875;11.71875
2024-01;National;ST MALO;PARIS MONTPARNASSE;149.0;98.0;0.0;;872.292006525286;31.31875;2.693040293;;;31.51666667;7.351648352;;11.0;41.34090909;2.0;1.0;23.52941176;;23.52941176;5.88235294;5.88235294;
2024-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;62.0;547.0;5.0;;224.0;8.552232143;3.643950617;;113.0;27.270059;6.394475309;;33.0;69.68282828;;11.0;10.41666667;19.79166667;31.25;26.04166667;72.0439601026586;8.33333333
2024-01;National;TOURS;;74.0;196.0;2.0;;26.0;5.2423076923;0.6951030928;;35.0;;5.668556701;;9.0;62.2;7.0;;3.84615385;3.84615385;46.15384615;38.46153846;0.0;7.69230769
2024-02;International;GENEVE;PARIS LYON;195.0;232.0;6.0;;168.0;3.30625;2.632964602;;16.0;44.48229167;4.828834808;;;44.48229167;10.0;2.0;12.5;43.75;31.25;12.5;0.0;0.0
2024-02;International;ITALIE;PARIS LYON;544.0;29.0;0.0;;24.0;2.7465277778;2.349425287;;9.0;23.32037037;11.59942529;;9.0;23.32037037;1.0;0.0;25.0;0.0;37.5;37.5;0.0;0.0
2024-02;International;PARIS EST;STUTTGART;;122.0;7.0;;13.0;118.28872062061;1.097826087;;20.0;35.58833333;10.88521739;;20.0;35.58833333;10.0;1.0;218.895877741903;;35.0;15.0;15.0;0.0
2024-02;International;PARIS LYON;;231.0;162.0;8.0;;11.0;10.56363636;0.523160173;;14.0;26.92976191;3.591233766;;14.0;346.474286689822;3.0;0.0;14.28571429;21.42857143;42.85714286;0.0;7.14285714;14.28571429
2024-02;;AIX EN PROVENCE TGV;PARIS LYON;184.0;427.0;;;232.0;6.980316092;4.039416058;;;38.23794326;;;;38.82318841;21.0;7.0;17.0212766;;38.29787234;;6.38297872;4.25531915
2024-02;National;AVIGNON TGV;PARIS LYON;162.0;427.0;18.0;;178.0;8.894850187;3.825939543;;65.0;32.04794872;6.617238562;;41.0;346.474286689822;22.0;8.0;;30.76923077;41.53846154;10.76923077;72.0439601026586;4.61538462
2024-02;National;BORDEAUX ST JEAN;TOURCOING;288.0;29.0;3.0;;6.0;14.725;3.319230769;;;44.0;5.346153846;;2.0;44.0;2.0;0.0;0.0;0.0;;0.0;50.0;0.0
2024-02;National;DIJON VILLE;PARIS LYON;98.0;382.0;11.0;;149.0;6.47818792;2.666802536;;39.0;29.88675214;;;22.0;43.15227273;;5.0;10.25641026;23.07692308;46.15384615;15.38461538;0.0;5.12820513
2024-02;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;169.0;213.0;12.0;;8.0;21.25;;;18.0;32.26388889;4.714676617;;13.0;;5.0;3.0;16.66666667;33.33333333;22.22222222;5.55555556;5.55555556;16.66666667
2024-02;National;LE MANS;PARIS MONTPARNASSE;1702.59380097879;446.0;23.0;;132.0;9.580429293;3.019858156;;57.0;345.326676928849;3.850669819;;24.0;46.90763889;13.0;5.0;37.25490196;5.88235294;21.56862745;25.49019608;;9.80392157
2024-02;National;LILLE;LYON PART DIEU;181.0;322.0;22.0;;141.0;6.127541371;2.96911111109867;;44.0;25.64886364;5.89116666664667;;30.0;31.466666667;11.0;2.0;13.63636364;9.09090909;34.09090909;22.72727273;;4.54545455
2024-02;National;LYON PART DIEU;LILLE;187.0;301.0;18.0;;;11.0763565890065;8.402796459;;;345.326676928849;9.50369884864594;;65.0;27.7364102567385;19.0;0.0;6.249999996;27.499999999;38.75;7.500000001;7.500000001;
2024-02;National;LYON PART DIEU;MARSEILLE ST CHARLES;110.0;414.0;30.0;;206.0;10.66375405;5.874088542;;68.0;32.70416667;7.380772569;;260.392536704731;36.86458333;24.0;9.0;7.35294118;27.94117647;41.17647059;16.17647059;4.41176471;2.94117647
2024-02;National;LYON PART DIEU;PARIS LYON;119.0;2681.20615823817;;;242.0;6.98415978;2.545785164;;70.0;25.73833333;4.174181118;;45.0;32.72703704;18.0;4.0;1.42857143;21.42857143;41.42857143;;5.71428571;14.28571429
2024-02;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;211.0;236.0;17.0;;130.0;7.057564103;4.234550989;;37.0;30.00720721;7.3205479452;;37.0;30.00720721;124.671696574225;3.0;218.895877741903;18.91891892;37.83783784;18.91891892;5.40540541;13.51351351
2024-02;;MARSEILLE ST CHARLES;LILLE;281.0;186.0;12.0;;;10.5754385964632;0.998371648;;;31.6546052631579;9.00047892736322;;37.0;29.8918918918919;11.0;1.0;;27.027027027027;35.1351351351351;10.8108108108108;10.8108108108108;10.8108108108108
2024-02;National;MARSEILLE ST CHARLES;LYON PART DIEU;104.0;400.0;29.0;;72.0;118.28872062061;1.840610961;;66.0;22.44040404;7.25902965;;42.0;27.727380952;11.0;3.0;3.07692308;35.38461538;;9.23076923;3.07692308;75.9157297055427
2024-02;National;;MARNE LA VALLEE;208.0;240.0;16.0;;23.0;10.18768116;0.8533482143;;35.0;29.99142857;8.0078125;;35.0;29.99142857;7.0;46.4549347471452;2.85714286;20.0;37.14285714;14.28571429;14.28571429;11.42857143
2024-02;National;MARSEILLE ST CHARLES;PARIS LYON;196.0;480.0;20.0;;92.0;10.45307971;1.928857351;;50.0;39.815;6.232641921;;50.0;346.474286689822;25.0;9.0;18.0;26.0;32.0;6.0;4.0;14.0
2024-02;National;NICE VILLE;PARIS LYON;342.0;189.0;94.9459624796085;;12.0;;1.327504554;;27.0;40.84074074;8.295992714;;27.0;40.84074074;14.0;;25.92592593;218.650887878579;25.92592593;0.0;7.40740741;
2024-02;National;PARIS LYON;ANeECY;226.0;152.0;0.0;;12.0;;1.487828947;;21.0;51.95238095;8.15131579;;21.0;51.952380952;7.0;5.0;14.28571429;218.650887878579;;4.76190476;19.04761905;4.76190476
